PhraseId,Sentiment
156362,3
156363,2
156364,3
156365,3
156366,2
156367,3
156368,3
156369,3
156370,3
156371,3
156372,3
156373,2
156374,3
156375,3
156376,2
156377,3
156378,3
156379,2
156380,2
156381,2
156382,2
156383,2
156384,2
156385,2
156386,2
156387,2
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,2
156397,2
156398,2
156399,2
156400,2
156401,2
156402,2
156403,2
156404,2
156405,2
156406,2
156407,2
156408,2
156409,2
156410,2
156411,2
156412,2
156413,2
156414,2
156415,2
156416,2
156417,2
156418,2
156419,2
156420,2
156421,2
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,2
156429,2
156430,2
156431,2
156432,2
156433,2
156434,2
156435,2
156436,2
156437,2
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,2
156446,2
156447,2
156448,2
156449,2
156450,2
156451,2
156452,2
156453,2
156454,2
156455,2
156456,2
156457,2
156458,2
156459,2
156460,2
156461,2
156462,2
156463,2
156464,2
156465,2
156466,2
156467,2
156468,2
156469,2
156470,2
156471,2
156472,2
156473,2
156474,2
156475,2
156476,2
156477,2
156478,2
156479,2
156480,2
156481,2
156482,2
156483,2
156484,2
156485,2
156486,2
156487,2
156488,2
156489,2
156490,2
156491,2
156492,2
156493,2
156494,2
156495,2
156496,2
156497,2
156498,2
156499,2
156500,2
156501,2
156502,2
156503,2
156504,2
156505,2
156506,2
156507,2
156508,2
156509,2
156510,2
156511,2
156512,2
156513,2
156514,2
156515,2
156516,2
156517,2
156518,2
156519,2
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,2
156530,2
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,2
156538,2
156539,2
156540,2
156541,2
156542,2
156543,2
156544,2
156545,2
156546,2
156547,2
156548,2
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,2
156556,2
156557,2
156558,2
156559,2
156560,2
156561,2
156562,2
156563,2
156564,2
156565,2
156566,2
156567,1
156568,1
156569,1
156570,2
156571,2
156572,2
156573,2
156574,2
156575,2
156576,2
156577,2
156578,2
156579,1
156580,2
156581,2
156582,2
156583,2
156584,2
156585,2
156586,2
156587,2
156588,2
156589,2
156590,2
156591,2
156592,2
156593,2
156594,2
156595,2
156596,2
156597,2
156598,2
156599,2
156600,2
156601,2
156602,2
156603,2
156604,2
156605,2
156606,2
156607,2
156608,2
156609,2
156610,2
156611,2
156612,2
156613,2
156614,2
156615,2
156616,2
156617,2
156618,2
156619,2
156620,2
156621,2
156622,2
156623,2
156624,2
156625,2
156626,2
156627,2
156628,2
156629,2
156630,2
156631,2
156632,2
156633,2
156634,2
156635,2
156636,2
156637,2
156638,2
156639,2
156640,2
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,2
156648,2
156649,2
156650,2
156651,2
156652,2
156653,2
156654,2
156655,2
156656,2
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,2
156667,2
156668,2
156669,2
156670,2
156671,2
156672,2
156673,2
156674,2
156675,2
156676,2
156677,2
156678,2
156679,2
156680,2
156681,2
156682,2
156683,2
156684,2
156685,2
156686,2
156687,2
156688,2
156689,2
156690,2
156691,2
156692,2
156693,2
156694,2
156695,2
156696,2
156697,2
156698,2
156699,2
156700,2
156701,2
156702,2
156703,2
156704,2
156705,2
156706,2
156707,2
156708,2
156709,2
156710,2
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,2
156718,2
156719,2
156720,2
156721,2
156722,2
156723,2
156724,2
156725,2
156726,2
156727,2
156728,2
156729,2
156730,2
156731,2
156732,2
156733,2
156734,2
156735,2
156736,2
156737,2
156738,2
156739,2
156740,2
156741,2
156742,2
156743,2
156744,2
156745,3
156746,3
156747,2
156748,2
156749,2
156750,2
156751,2
156752,2
156753,2
156754,2
156755,2
156756,2
156757,2
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,2
156765,2
156766,2
156767,2
156768,2
156769,2
156770,2
156771,2
156772,2
156773,2
156774,2
156775,2
156776,2
156777,2
156778,2
156779,2
156780,2
156781,2
156782,3
156783,2
156784,2
156785,2
156786,2
156787,2
156788,2
156789,2
156790,3
156791,3
156792,2
156793,2
156794,2
156795,2
156796,2
156797,2
156798,2
156799,2
156800,2
156801,2
156802,2
156803,2
156804,2
156805,2
156806,2
156807,2
156808,2
156809,2
156810,2
156811,2
156812,2
156813,2
156814,2
156815,2
156816,2
156817,2
156818,2
156819,2
156820,2
156821,2
156822,2
156823,3
156824,2
156825,2
156826,2
156827,2
156828,2
156829,2
156830,2
156831,2
156832,2
156833,2
156834,2
156835,2
156836,2
156837,2
156838,2
156839,2
156840,2
156841,2
156842,2
156843,2
156844,2
156845,2
156846,2
156847,2
156848,2
156849,2
156850,2
156851,2
156852,2
156853,2
156854,2
156855,2
156856,2
156857,1
156858,3
156859,2
156860,2
156861,2
156862,2
156863,2
156864,2
156865,2
156866,2
156867,2
156868,2
156869,3
156870,3
156871,3
156872,2
156873,2
156874,2
156875,2
156876,3
156877,3
156878,2
156879,2
156880,2
156881,2
156882,2
156883,2
156884,2
156885,2
156886,2
156887,2
156888,2
156889,2
156890,2
156891,2
156892,2
156893,2
156894,2
156895,2
156896,2
156897,2
156898,2
156899,2
156900,3
156901,2
156902,2
156903,2
156904,2
156905,3
156906,2
156907,2
156908,2
156909,2
156910,2
156911,2
156912,2
156913,2
156914,2
156915,2
156916,2
156917,2
156918,2
156919,2
156920,2
156921,3
156922,3
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,2
156931,2
156932,2
156933,2
156934,2
156935,2
156936,2
156937,2
156938,2
156939,2
156940,2
156941,2
156942,2
156943,2
156944,2
156945,2
156946,2
156947,2
156948,2
156949,2
156950,2
156951,2
156952,2
156953,2
156954,2
156955,2
156956,2
156957,2
156958,2
156959,2
156960,2
156961,2
156962,2
156963,2
156964,2
156965,2
156966,2
156967,2
156968,2
156969,2
156970,2
156971,2
156972,2
156973,2
156974,2
156975,2
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,2
156983,2
156984,2
156985,2
156986,2
156987,2
156988,2
156989,2
156990,2
156991,2
156992,2
156993,2
156994,2
156995,2
156996,2
156997,2
156998,2
156999,2
157000,2
157001,2
157002,2
157003,2
157004,2
157005,2
157006,2
157007,2
157008,2
157009,2
157010,2
157011,2
157012,2
157013,2
157014,2
157015,2
157016,2
157017,2
157018,2
157019,2
157020,2
157021,2
157022,2
157023,2
157024,2
157025,2
157026,2
157027,2
157028,2
157029,2
157030,2
157031,2
157032,2
157033,2
157034,2
157035,2
157036,2
157037,2
157038,3
157039,3
157040,2
157041,3
157042,3
157043,2
157044,3
157045,3
157046,3
157047,3
157048,2
157049,2
157050,2
157051,2
157052,2
157053,2
157054,2
157055,2
157056,2
157057,2
157058,2
157059,2
